link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/negativity-positivity_us_5b9c9801e4b03a1dcc80225c,How to Limit Negativity in Your Life,WELLNESS,"By making a conscious decision to live your life with less negativity in it, you become the arbiter of what you let in and what you don't.  We always have a choice as to how we want to live our life and what kind of quality we want it to have.","Ora Nadrich, Contributor
Life Coach, Mindfulness Meditation Teacher, Author",2012-12-10
https://www.huffingtonpost.com/entry/white-house-correspondents-dinner-2014-video_n_5235031.html,Watch Obama's Entire WHCD Speech,POLITICS,,Paige Lavender,2014-05-04
https://www.huffingtonpost.com/entry/fear-the-underdog_b_6972924.html,Fear the Underdog,SPORTS,"Tis the season of the bracket buster, the upset story, the Cinderella team. Tis the season when we turn on the TV rooting for no one and, in the final seconds, find ourselves shouting for a team we know nearly nothing about.","Joe De Sena, ContributorFounder & CEO of Spartan Race",2015-03-31
https://www.huffingtonpost.com/entry/weekly-roundup-of-ebay-vi_us_5b9c7b29e4b03a1dcc7f0eb0,Weekly Roundup of eBay Vintage Home Finds (PHOTOS),HOME & LIVING,Grab 'em.,"Mary Kincaid, Contributor
Founder and Editor of Zuburbia.com",2012-11-06
https://www.huffingtonpost.com/entry/julia-roberts-remembers-garry-marshall_us_5798f230e4b02d5d5ed3dc8d,Julia Roberts Says 'Pretty Woman' Director Garry Marshall Was 'A Giant In Every Way',ENTERTAINMENT,The actress remembers the late director.,Julia Brucculieri,2016-07-27
https://www.huffingtonpost.com/entry/obesity-study_us_5b9d3b44e4b03a1dcc85c044,Are We Fatter Than We Think We Are?,WELLNESS,"Over the past year, we asked more than 130,000 Americans a simple question -- ""Do you consider yourself to be overweight?"" -- with a super-simple yes/no response set. We then queried thousands of other respondent attributes in our database and flagged some of the more fascinating and quirky cross tabs.","John Dick, Contributor
CEO, CivicScience",2013-06-10
https://www.huffingtonpost.com/entry/heartbleeds-handshakes-an_b_5215507.html,"Heartbleeds, Handshakes, and Foolproof Happiness",GOOD NEWS,"I'm advocating a slice of Life 1.0. Life offline. You know: paper, pencil, people, handshakes. Firm handshakes. Life outdoors, where bugs ruin picnics not bank accounts.","Matt Richardson, ContributorCo-founder of Gramr Gratitude Co.",2014-04-28
https://www.huffingtonpost.com/entry/maple-to-morning-glory-8-magnificent-muffin-recipes_us_599f172be4b0cb7715bfd3e6,Maple to Morning Glory: 8 Magnificent Muffin Recipes,TASTE,"It’s never too soon for pumpkin! As these tender muffins bake in the oven, they’ll your home with the scent of warm spices","Jennifer Segal, ContributorChef, Cookbook Author, Busy Mom",2017-08-27
https://www.huffingtonpost.com/entry/san-francisco-2033_us_5bb3055be4b0480ca6619c27,This Is What San Francisco Could Look Like In 2033,BUSINESS,6. The Fisherman’s Wharf Public Realm Plan The Fisherman’s Wharf Public Realm Plan reimagines the popular tourist destination,Lydia O'Connor and Robin Wilkey,2014-01-01
https://www.huffingtonpost.com/entry/ucla-student-financial-aid-mistake_us_5b9b87fee4b03a1dcc785cef,Thousands of UCLA Students Receive Financial Aid They Have to Return,MONEY,"The tuition increases have forced students to take on more debt to finance their education. In 2010, Two-thirds of college",Loren Berlin,2012-04-03
https://www.huffingtonpost.com/entry/shovel-rope-at-bowery-bal_us_5bb41536e4b066f8d2547555,Shovels & Rope at Bowery Ballroom,ENTERTAINMENT,"On tour supporting their latest release, O' Be Joyful, the South Carolina-based duo Shovels & Rope brought what one reviewer has referred to as a ""music-from-the-back-porch country sound"" to a bunch of hipsters who probably haven't been on a back porch in years.","Duff McDonald, Contributor
Writer",2013-02-02
https://www.huffingtonpost.com/entry/the-everyday-excellence-a_us_5bb44a3be4b066f8d257a921,The Everyday Excellence Awards,ENTERTAINMENT,"Why not have an awards show that celebrates everyday people excelling in everyday jobs, the Everyday Excellence Awards? Whom","Chef Rossi, Contributor
Chef, writer, author, radio host, screenplay writer, world fam...",2014-02-01
https://www.huffingtonpost.com/entry/only-in-new-orleans-jazz_us_5b9bb12ee4b03a1dcc79a148,Treme Star Kermit Ruffins Opens New Orleans Speakeasy,TRAVEL,"The Grammy, a small golden trophy perched on a bare table, seems to belong to everyone in the room, a recognition of their life's work and New Orleans culture.","Ellen Freudenheim, Contributor
Freelance writer, activist",2012-05-11
https://www.huffpost.com/entry/senate-white-nominees-people-of-color_n_61bcc947e4b040edce94fb4c,Senate Confirmed White Nominees More Quickly Than Nominees Of Color This Year,POLITICS,"GOP senators have slowed down the confirmation process, and nominees of color have been disproportionately affected.",Amanda Terkel,2021-12-17
https://www.huffingtonpost.com/entry/afterellencoms-best-lesbi_us_5bafad47e4b0ad76925fe3c2,AfterEllen.com's Best Lesbian Week Ever: Nov. 10-16,QUEER VOICES,"We pride ourselves on knowing all kinds of Sapphic pop-culture facts. Each week we share some of the best tidbits on The Huffington Post in our series ""Best Lesbian Week Ever."" Here's who and what was on our raging gay radar this week.","Trish Bendix, Contributor
Managing Editor, AfterEllen.com",2012-11-17
https://www.huffingtonpost.com/entry/5-twenty-something-lies_b_6096854.html,5 Lies About 20-Somethings We Need To Stop Believing,WOMEN,"Often, people in our 20s are told, implicitly, this period in our lives is just a warm-up for adulthood; that it's about gaining experiences.","Ellevate, ContributorEllevate is a global professional women's network dedicated to...",2014-12-14
https://www.huffingtonpost.com/entry/celebrities-react-to-the-sudden-news-of-tom-pettys-death_us_59d29999e4b065578154bc05,Celebrities React To The Death Of Tom Petty,ENTERTAINMENT,"""You brought us so much joy.""",Leigh Blickley,2017-10-02
https://www.huffingtonpost.com/entry/rain-boots-womens-winter-boots-2012_us_5b9c7181e4b03a1dcc7eaee0,10 Pairs Of Winter Boots For The Disgusting Weather Headed Our Way (PHOTOS),STYLE & BEAUTY,"If you are one of the ""lucky"" ones who gets to experience all four seasons, then we don't have to tell you how hard dressing",Michelle Persad,2012-10-24
https://www.huffingtonpost.com/entry/beautiful-canals-around-the-world_us_5b9d8ae1e4b03a1dcc895024,6 Beautiful Canals You'll Probably Want To Visit Soon,TRAVEL,"2. Monmouthshire and Brecon, South Wales People have been trying to build a canal like this since the seventh century BC",Suzy Strutner,2013-09-25
https://www.huffingtonpost.com/entry/from-tiger-mothers-to-fre_b_6773744.html,From Tiger Mothers to Fresh Off the Boat: Eddie Huang's Mom Is Not Every Asian-American Mom,ENTERTAINMENT,"As with most things related to parenting, the stakes are even higher when these images impact our children and families. It is one thing if you disrespect or make fun of me, but if you do anything to hurt my kid, all bets are off.","MotherWoman, ContributorSupporting and Empowering Mothers",2015-02-28
https://www.huffingtonpost.com/entry/kate-hudson-bikini_n_5522646.html,Kate Hudson Relaxes At The Beach In Leopard Print Bikini,ENTERTAINMENT,,Lily Karlin,2014-06-23
https://www.huffingtonpost.com/entry/corey-menafee-yale-worker-slave-stain-glass_us_57852031e4b0e05f052382b6,Yale Worker Facing Felony Charge For Breaking Stained-Glass Window Depicting Slaves,COLLEGE,"“It’s 2016, I shouldn’t have to come to work and see things like that.”",Jenna Amatulli,2016-07-12
https://www.huffingtonpost.com/entry/the-3ms-revolution-three-keys-to-a-healthier-happier-life_b_6018782.html,"The 3Ms Revolution: Three Keys to a Healthier, Happier Life",HEALTHY LIVING,"y adding these essential ingredients into your daily routine, you will set your mind, body and spirit on a path lined with greater vitality, happiness and creativity. Try the 3M's for 30 days and see how it transforms your relationship with the world around you.","Frank Fitzpatrick, ContributorMulti-Platinum record producer, Grammy-nominated songwriter, s...",2014-11-03
https://www.huffpost.com/entry/madison-cawthorn-wisdom-newt-gingrich-reelection-campaign_n_623f86f7e4b097d36e4338a5,Rep. Madison Cawthorn Tells Audience: 'I Don't Have A Whole Lot Of Wisdom',POLITICS,"But he does have a ""lot of aggression,"" Cawthorn acknowledges in an appearance at a North Carolina GOP men's club event.",Mary Papenfuss,2022-03-26
https://www.huffingtonpost.com/entry/republicans-comey-firing_us_5913295de4b0a58297e15a3f,Republicans Want Answers From Trump About Comey Firing,POLITICS,Some fear the president went too far.,Laura Barrón-López,2017-05-10
https://www.huffingtonpost.com/entry/cincinnati-zoo-deletes-twitter-harambe-memes_us_57bc9799e4b0b51733a62b93,Cincinnati Zoo Deletes Social Media Accounts Under Barrage Of Harambe Memes,TECH,Telling the public to cool it on the memes apparently backfired.,Hilary Hanson,2016-08-23
https://www.huffingtonpost.com/entry/union-square-face-off-week-of-911_us_59b43aa1e4b0c50640cd67c9,"Union Square Face Off, Week Of 9/11",MEDIA,A heated free-for-all argument between hawks and doves in Union Square boils down to a fight between a man and a woman over,"Steven Rosenbaum  , ContributorTechnologist / Business Leader / Author",2017-09-09
https://www.huffingtonpost.com/entry/remember-talk-of-a-bush-c_b_8126606.html,Remember Talk of a Bush-Clinton Match-up?,POLITICS,"It wasn't that long ago that the pundits had the 2016 presidential contest pegged as a Clinton-Bush match-up. While that may still occur, I wouldn't place a bet on it.","James Zogby, ContributorPresident, Arab American Institute; author, 'Arab Voices'",2015-09-12
https://www.huffingtonpost.com/entry/accepting-the-empty-nest_b_7428672.html,The Mantra That's Helping Me Let Go Of My Grown Son,FIFTY,"I have a good relationship with my almost 21-year-old son. But I have heard about it. The fate that is waiting for me. Listened with a tiny bit of dread. 'You know, boys just don't stay close to their moms when they settle down. They are closer to their wives' family, not to you anymore.'","Dr. Margaret Rutherford, ContributorClinical Psychologist, Mental Health/Midlife Blogger",2015-05-31
https://www.huffingtonpost.com/entry/down-there-grooming_us_5b9da44ee4b03a1dcc8aa3f1,Waxing On Your Period & More 'Down-There' Grooming Questions You Were Too Afraid To Ask,STYLE & BEAUTY,"So, we took one for the team and asked Uni K Wax founder Noemi Grupenmager and Tennessee-based licensed aesthetician Eva",Dana Oliver,2013-11-04
https://www.huffingtonpost.com/entry/tai-chi_b_5349605.html,"Tai Chi, Part 1 (VIDEO)",HEALTHY LIVING,"Tai Chi is for everyone, and you can do Tai Chi wherever you happen to be in your life and your location.  You don't need special clothes, and you don't need a special place.  Every place is special when you practice Tai Chi there.","Olivia Rosewood, ContributorAuthor, Tai Chi Gold Medalist, Meditation Guide, Wellness Expert",2014-05-20
https://www.huffingtonpost.com/entry/dudley-mansion-for-sale_us_5b9d4e02e4b03a1dcc8676c0,"Dudley Mansion, Once Owned By Couple Who Allegedly Inspired 'Keeping Up With The Joneses,' Is For Sale (PHOTOS)",HOME & LIVING,"If you've got $1.2 million, you can actually become them... sort of.",Michelle Manetti,2013-07-01
https://www.huffingtonpost.com/entry/snl-lorne-michaels-butt-dial-colin-jost-video_n_6671968.html,This Is What It's Like To Get Butt-Dialed By Lorne Michaels,COMEDY,,Katla McGlynn,2015-02-12
https://www.huffingtonpost.com/entry/hbo-calls-bill-mahers-use-of-n-word-inexcusable-and-tasteless_us_5932e442e4b075bff0f3f3ad,Bill Maher Says He Regrets Using 'Offensive' Racial Slur In Apology,ENTERTAINMENT,"""Friday nights are always my worst night of sleep because I’m up reflecting on the things I should or shouldn’t have said  on my live show.""",Bill Bradley,2017-06-03
https://www.huffingtonpost.com/entry/former-ethics-director-arpaio-pardon_us_59a0c524e4b06d67e337b44f,Former Trump Ethics Director Calls Arpaio Pardon 'A Harbinger Of Worse to Come',POLITICS,"Walter Shaub called the president's action ""vile"" and decried the former Arizona sheriff as a ""racist.""",Doha Madani,2017-08-26
https://www.huffingtonpost.com/entry/iris-van-herpen-models-shrink-wrapped_us_5b9de9d5e4b03a1dcc8e99a2,You've Never Seen Shrink Wrap Used Like This Before  (PHOTOS),STYLE & BEAUTY,"The designer debuted her Fall 2014 collection at Paris Fashion Week on Wednesday and gave ""keeping it fresh"" a whole new",Jamie Feldman,2014-03-05
https://www.huffingtonpost.com/entry/why-major-league-baseballs-all-star-game-is-americana_us_5964f6d6e4b0deab7c646bf1,Why Major League Baseball’s All-Star Game Is Americana,SPORTS,"The death of America’s All-Star Game has been protected, even promoted by nay-sayers who say the times have passed it by","John A. Tures, ContributorProfessor of Political Science, LaGrange College",2017-07-11
https://www.huffingtonpost.com/entry/fitness-business_us_5b9cde20e4b03a1dcc829238,Treadmills at the Office,WELLNESS,"If employees want to reach their full potential, the smart nerds have something to learn from the dumb jocks. Study after study suggests that athletes make excellent employees and even better leaders.","Anne Sobel, Contributor
Lecturer in Film Production, Northwestern University in Qatar",2013-03-11
https://www.huffingtonpost.com/entry/environment-facts_us_5bb1474ee4b09bbe9a5de278,13 Awe-Inspiring Facts About The Environment,ENVIRONMENT,"You already know the basics: Climate change is a real and imminent threat, fracking has more to it than meets the eye and",Liat Kornowski,2013-11-23
https://www.huffingtonpost.com/entry/keepin-it-quirky-the-best_us_5b9b59f8e4b03a1dcc76dd2d,The Best Hipster Hotel Amenities (PHOTOS),TRAVEL,"put down your second-hand paperback, throw on your favorite vinyl record and take a look at some of our favorite ""hipster-style"" amenities.","Oyster.com, Contributor
The Hotel Tell-All",2012-02-21
https://www.huffingtonpost.com/entry/on-becoming-fearless_us_5b9dc108e4b03a1dcc8c7797,On Becoming Fearless,WELLNESS,"Maya Rodale is the author of multiple historical romance novels, as well as the nonfiction book Dangerous Books for Girls","Maria Rodale, Contributor
CEO and Chairman of Rodale, Inc. and book author",2014-01-03
https://www.huffingtonpost.com/entry/food-safety_us_5b9be173e4b03a1dcc7aefa1,4 Moldy Foods You Can Eat (Plus Which Foods to Toss),WELLNESS,"According to the USDA, some foods can be used even when they're moldy, while others need to be discarded. Here are four moldy foods you can eat -- and others that you should toss.","EatingWell, Contributor
Where Good Taste Meets Good Health",2012-06-28
https://www.huffingtonpost.com/entry/justin-trudeau-feminist_us_56e313b8e4b0b25c9181dc77,Justin Trudeau: 'We Men Have To Be Feminists Too',POLITICS,He has a gender-equal Cabinet.,Amanda Terkel,2016-03-11
https://www.huffingtonpost.com/entry/black-cambridge-students-call-out-schools-racial-diversity-in-compelling-photo_us_590a3ac7e4b02655f843d691,Black Cambridge Students Call Out School's Racial Diversity In Compelling Photo,BLACK VOICES,"But unlike #BlackMenOfYaleUniversity, these men are posing to draw attention to a problem at their school.",Zahara Hill,2017-05-03
https://www.huffingtonpost.com/entry/caitlyn-jenner-trump-transgender-issues_us_5aa56ee5e4b01b9b0a3c813f,Caitlyn Jenner: Trump's Administration Has Set Trans People 'Back 20 Years',QUEER VOICES,"""It's going to be hard to change,"" the former Olympian said.",Curtis M. Wong,2018-03-11
https://www.huffingtonpost.com/entry/flavor-bombs-the-ultimate-flavor-enhancer_us_5b9d2dd3e4b03a1dcc8540e5,Flavor Bombs: The Ultimate Flavor Enhancer,FOOD & DRINK,No MSG allowed.,"Jeffrey de Picciotto, Contributor
Creator, FudeHouse.com",2013-05-22
https://www.huffingtonpost.com/entry/celebrities-ovarian-cancer_us_5b9b7a2be4b03a1dcc77eaa2,Famous Faces And Families Who Have Been Touched By Ovarian Cancer,WELLNESS,"Ovarian cancer is most common in women over age 55, according to the National Cancer Institute, and women who have never",Sarah Klein,2012-03-22
https://www.huffingtonpost.com/entry/mom-dresses-daughter-flowers-fruit-vegetables-instagram_us_595fe246e4b0d5b458ea6195,Mom Uses Flowers And Produce To Make Her Kid ‘Dresses’ And They’re Bananas,PARENTS,The two have built up quite the following on Instagram.,Elyse Wanshel,2017-07-07
https://www.huffingtonpost.com/entry/take-the-kids-to-washingt_us_5b9ceeb8e4b03a1dcc830c38,"Take the Kids to Washington DC for Fun, Education and Value",TRAVEL,"Take a walk on the African American Heritage Trail or a hike in enormous (more than 1,754 acres) in Rock Creek Park . Even the John F. Kennedy Center for the Performing Arts has daily free performances -- at 6 pm on the Millennium Stage.","Eileen Ogintz, Contributor
Columnist, Taking the Kids",2013-04-14
https://www.huffingtonpost.com/entry/golden-globes-after-parties-photos_us_5693f862e4b0c8beacf7dda8,Hollywood's Biggest Stars Clearly Had A Blast At The Golden Globes After-Parties,ENTERTAINMENT,Now the party don't start 'til Katy walks in.,Leigh Blickley,2016-01-11
https://www.huffingtonpost.com/entry/inflatable-moon-china_us_57dabc68e4b04a1497b2d730,Giant Inflatable Moon Rolls Over Cars On Wild Ride Through Streets In China,THE WORLDPOST,Winds from Typhoon Meranti propelled the prop on its collision course.,Steven Hoffer,2016-09-15
https://www.huffingtonpost.com/entry/the-small-hands-of-moroccan-recycling_us_592d62cbe4b0a7b7b469ccf8,The Small Hands Of Moroccan Recycling,WORLD NEWS,"Bénédicte Florin, Université François-Rabelais de Tours and Mustapha Azaitraoui, Université Hassan Ier This article is based","The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",2017-05-30
https://www.huffingtonpost.com/entry/this-trump-voter-lost-his-son-to-drugs-now-trumps_us_58e3ef7ee4b09deecf0e1b01,"This Trump Voter Lost His Son To Drugs. Now, Trump's Lost Kraig Moss To Lies.",POLITICS,"Kraig Moss gave Trump his heart, and the 45th president of the United States broke it.","Andy Ostroy, ContributorPolitical and Pop Culture Analyst",2017-04-25
https://www.huffingtonpost.com/entry/heartbreaking-review-of-2017-twitter_us_5a2a503ce4b073789f68b78c,This 10-Minute Audio Montage Of 2017 Is An Emotional Roller Coaster,WORLD NEWS,The best and worst moments of the last 12 months.,Lee Moran,2017-12-08
https://www.huffingtonpost.com/entry/drop-10-diet-slim-tips_us_5b9b866de4b03a1dcc7850db,'The Drop 10 Diet': 10 Stay-Slim Tips For Life,WELLNESS,The trick to the plan is to eat as many of the superfoods as you can at every meal and snack-each one is scientifically proven,Sarah Klein,2012-04-03
https://www.huffingtonpost.com/entry/best-dressed-list-_n_7463240.html,This Supermodel Found The Perfect Airport Outfit,STYLE,,Michelle Persad,2015-05-29
https://www.huffingtonpost.com/entry/ben-and-jerrys-empower-mint-ice-cream_us_57363be6e4b08f96c1833be0,Ben & Jerry's New Flavor 'Empower Mint' Is More Political And Punny Than Ever,TASTE,Ben & Jerry's wants to fix America.,James Cave,2016-05-17
https://www.huffingtonpost.com/entry/entrepreneurism-skills_us_5bb2de05e4b0480ca65da0c0,Entrepreneurism: Lots of Little Traumas and No Big Ones,BUSINESS,"I loved my years in corporate America, which I now view as preparation for real life in the entrepreneurial moshpit. I'll take comforting laid-off clients and drumming up new clients any day over waking up with jaw aching from anxious grinding all night worrying about corporate politics.","Liz Ryan, Contributor
Speaker, writer, soprano and mom; founder, Human Workplace",2012-11-25
https://www.huffingtonpost.com/entry/beyonce-grease-live-emmys_us_57df4868e4b08cb140966cab,"Beyoncé Lost To 'Grease: Live' At The Emmys, And You Can Guess What Happened Next",ENTERTAINMENT,🐝🐝🐝🐝🐝🐝🐝🐝,Maxwell Strachan,2016-09-19
https://www.huffingtonpost.com/entry/russell-crowe-divorce_us_5b9c7350e4b03a1dcc7ebd89,Russell Crowe Divorce: 4 Other Celebs Who Sported Epic 'Divorce Beards' Post-Split,DIVORCE,"If Russell Crowe's new beard is any evidence, the guy is taking his divorce pretty hard. A week after calling it quits with",Brittany Wong,2012-10-25
https://www.huffingtonpost.com/entry/cancer-chemo_us_5b9d625fe4b03a1dcc8757d1,Postcards From Lebanon: Part 1 in a Series of Cancer-Related Commentary,WELLNESS,"I'm going on a journey and wanted to invite you to join me. I've never been down this road, but it is a trek many have taken","James Stack, Contributor
Novelist, poet, memoirist and playwright.",2013-07-29
https://www.huffpost.com/entry/new-york-city-board-of-elections-mess_n_60de223ee4b094dd26898361,Why New York City’s Board Of Elections Is A Mess,POLITICS,"“There’s a fundamental problem having partisan boards of elections,” said a New York elections attorney.",Daniel Marans,2021-07-01
https://www.huffingtonpost.com/entry/lambshead-stew-the-local-_b_4756268.html,Lamb's-Head Stew: The Local Treat That Got This Widowed Mom off the Street,IMPACT,"At 44, she doesn't take this work for granted -- it's been a long road from selling food off a street cart to owning her own restaurant.","Suzanne Skees, ContributorNonprofit director/writer",2014-07-01
https://www.huffingtonpost.com/entry/donald-trump-florida-rally_us_562ce403e4b0ec0a3894ba2d,Pro-Immigration Protester Violently Dragged Out Of Trump Rally,LATINO VOICES,Not everyone at Trump's first official campaign rally in Florida was on board with his message.,Kim Bellware,2015-10-25
https://www.huffingtonpost.com/entry/mean-tweets-avengers-jimmy-kimmel_us_5ae81176e4b02baed1bd8f5c,'Avengers' Stars Laugh In The Face Of Twitter Trolls' 'Mean Tweets',ENTERTAINMENT,"""Benedict Cumberbatch always looks like he's had an allergic reaction to bad shrimp.""",Lee Moran,2018-05-01
https://www.huffingtonpost.com/entry/donald-trump-fidel-castro_us_5839a164e4b09b605600a3dc,Donald Trump’s Initial Response To Fidel Castro’s Death Says Almost Nothing,POLITICS,Other world leaders offered more thoughtful reactions.,Sam Levine,2016-11-26
https://www.huffingtonpost.com/entry/greenpeace-walmart-canned-tuna_us_5730d52ee4b096e9f092293c,Why Activists Are Waging War Against This Walmart Product,GREEN,So many problems in such a little can.,Casey Williams,2016-05-11
https://www.huffingtonpost.com/entry/claire-danes-hugh-dancy-emmys_us_55f1f280e4b03784e2789f66,Claire Danes And Hugh Dancy Shine At The Emmys,ENTERTAINMENT,Red carpet cuties.,Leigh Blickley,2015-09-20
https://www.huffingtonpost.com/entry/mitch-mcconnell-donald-trump-qualified_us_576fd3e5e4b017b379f637e2,Mitch McConnell Won't Say Whether Donald Trump Is Qualified To Be President,POLITICS,"He got two opportunities to say ""yes,"" but he didn't take them.",Elise Foley,2016-06-26
https://www.huffingtonpost.com/entry/hey-moms-are-people-too_us_5b9bb000e4b03a1dcc799760,"Hey, Moms Are People Too!",PARENTING,"As mothers we're responsible for scheduling appointments, social events, and homework. What's more, we're supposed to love every second of this. I'm going to tell you a little secret: It's okay not to.","Dr. Peggy Drexler, Contributor
Author, research psychologist and gender scholar",2012-05-08
https://www.huffingtonpost.com/entry/my-6th-grade-commencement_b_5455935.html,Be a Fool,HEALTHY LIVING,Be fool enough to be kind even when it gets you nothing. Be fool enough to do what you love. Be foolish enough to dream loudly! Be fool enough to dance. Be a fool.,"Owen Egerton, ContributorAuthor, Everyone Says That at the End of the World; The Book o...",2014-06-09
https://www.huffingtonpost.com/entry/love-needs-to-be-remember_b_14696322.html,"Love Needs To Be Remembered, Restored and Renewed",HEALTHY LIVING,,"Ed and Deb Shapiro, ContributorMindfulness, Meditation, Yoga experts; Bestselling Authors: YO...",2017-02-12
https://www.huffingtonpost.com/entry/inked-what-i-did-for-love_b_6671716.html,Inked -- What I Did for Love,WOMEN,"What is an appropriate present for your 20th wedding anniversary? Over 19 years John and I had enjoyed dinners at our favorite sushi restaurant, weekends in Ojai, bonsai classes, the Cemetery of the Stars Tour. But facing year 20, I was stuck. Creatively challenged.","Ann Lewis Hamilton, ContributorWriter, mom, baseball junkie",2015-02-13
https://www.huffingtonpost.com/entry/xoxo-conference_us_5bb357b9e4b0fa920b96b94c,"Do What You Love, But Don't Get Sick",TECH,I talked to quite a few independent artists who told me about how hard it has been to pay out-of-pocket for health insurance. One artist I love told me his wife's Urinary Tract Infection (UTI) counted as a pre-existing condition and makes their payment outrageously expensive.,"Maggie Utgoff, Contributor
Tech Consultant",2012-09-23
https://www.huffingtonpost.com/entry/ted-cruz-kill-terrorists-ad_us_566453c0e4b079b2818efc62,Ted Cruz Pledges To 'Kill The Terrorists' In New Ad,POLITICS,"""If I’m elected to serve as commander in chief, we won’t cower in the face of evil.""",Igor Bobic,2015-12-06
https://www.huffingtonpost.com/entry/trapped-in-the-tech-gap_us_5b9d2640e4b03a1dcc84e88e,Trapped in the Tech Gap,WELLNESS,"The young women of Girls Who Code will be our next generation of entrepreneurs and innovators. They will create the next Facebook, and spearhead the next social movement. They will lift up their communities and they will use technology to do it.","Reshma Saujani, Contributor
Founder and CEO, Girls Who Code; Former Deputy Public Advocate...",2013-05-10
https://www.huffingtonpost.com/entry/anthony-scaramucci-donald-trump-tweets_us_59739565e4b0e79ec199a75b,"Anthony Scaramucci Deletes Tweets At Odds With Trump, Then Says He's Being Transparent",POLITICS,Seriously?,Sam Levine,2017-07-22
https://www.huffingtonpost.com/entry/mammograms-breast-cancer-deaths-benefits-women_us_5b9df54fe4b03a1dcc8f81dd,"Yearly Mammograms Tied To Fewer Breast Cancer Deaths, But Do All Women Benefit?",WELLNESS,A report published in the Journal of the American Medical Association is the latest attempt to sort out mixed messages about,"Reuters, Reuters",2014-04-01
https://www.huffingtonpost.com/entry/the-50-most-stylish-new-y_us_5b9b7a75e4b03a1dcc77ec6a,The 50 Most Stylish New Yorkers: 2012 Edition,STYLE & BEAUTY,"For the 2nd annual ""50 Most Stylish New Yorkers"" list, which just launched Wednesday, StyleCaster selected, shot, and interviewed 50 people who are influential in their fields, entrepreneurial, perhaps trendy, but more than anything... cool.","StyleCaster, Contributor
StyleCaster.com",2012-03-22
https://www.huffingtonpost.com/entry/could-this-be-the-future_us_5b9b58fae4b03a1dcc76cf49,Could This Be The Future Of Chronic Pain Relief?,WELLNESS,ZIP is the Eternal Sunshine chemical that was spritzed into the memory-forming locus of rat brains to make the animals forget,Amanda L. Chan,2012-02-17
https://www.huffingtonpost.com/entry/how-land-conservation-is-transforming-lives-in-pittsburgh_us_59cd889be4b05f005d3343cb,How Land Conservation Is Transforming Lives In Pittsburgh,IMPACT,I see every day how working in and for the natural world can change a young person.,"Pittsburgh Student Conservation Association, ContributorNational leader in youth service and stewardship, empowering y...",2017-09-28
https://www.huffingtonpost.com/entry/world-vegan-day_us_5b9d9b8de4b03a1dcc8a1d3d,Celebrate World Vegan Day (And My Birthday!),WELLNESS,"Whether you are vegan or not, many of you care about animals, care about your health and/or care about the environment. Today, in honor of World Vegan Day, I want to encourage you to take your passion for one or all of those things and do something about it.","Michelle Weiss, Contributor
Teacher, Vegan Advocate",2013-11-01
https://www.huffingtonpost.com/entry/diabetes-influenza-a-dangerous-combination_us_5a0909dde4b0cc46c52e6bde,Diabetes And Influenza: A Dangerous Combination,HEALTHY LIVING,"The flu can complicate diabetes. Influenza is highly contagious, as the viruses are spread when an infected person coughs","Dr. Melvin Sanicas, ContributorVaccinologist, Public Health Physician, Gates Global Health Fe...",2017-11-13
https://www.huffingtonpost.com/entry/scientology-approved-version-going-clear-funny-die-video_n_7017708.html,The Scientology-Approved Version Of 'Going Clear' Is A Bit... Different,COMEDY,,Ryan Grenoble,2015-04-07
https://www.huffingtonpost.com/entry/cannes-2015-shingerview-w_b_7670778.html,"Cannes 2015 #Shingerview: Wendy Clark, Coca-Cola",MEDIA,,"David Shing, ContributorAOL’s Digital Prophet",2015-06-29
https://www.huffingtonpost.com/entry/paul-lepage-voter-fraud_us_58064512e4b0dd54ce3544df,Maine Gov. Paul LePage Says Election Will Be Rigged In His Own State,POLITICS,"“It’s curious that the governor would question the integrity of a system under which he was elected twice,” one Democrat noted.",Arthur Delaney,2016-10-18
https://www.huffingtonpost.com/entry/the-fallacy-in-the-cultur_b_7291684.html,The Fallacy in the Culture Wars: The Individual vs. the Collective,RELIGION,At the root of the culture wars lies a fundamental dichotomy in worldviews. Which is more essential to humanity: the individual or the collective?,"Dave Pruett, ContributorFormer NASA researcher; Emeritus Professor of Mathematics, Jam...",2015-05-17
https://www.huffingtonpost.com/entry/american-aid-workers-ebola_n_5658804.html,Aid Worker Speaks Out On Why Ebola Keeps Spreading,IMPACT,,Eleanor Goldberg,2014-08-08
https://www.huffingtonpost.com/entry/star-studded-movie-mary-magdalene_us_5a202071e4b0a8581e689ae7,New Star-Studded Movie Aims To Tell Mary Magdalene's Story,ENTERTAINMENT,It's the story of Jesus -- from a woman's perspective.,Carol Kuruvilla,2017-11-30
https://www.huffingtonpost.com/entry/wardrobe-malfunctions-photos_us_5b9c79ffe4b03a1dcc7f016a,Wardrobe Malfunctions Photos: See This Week's Almost-Dangerous Outfits (PHOTOS),STYLE & BEAUTY,"Dear celebrities, less is not always more.",Amanda McGowan,2012-11-03
